timestamp,config_file,experiment_name,experiment_folder,model_type,imputation_method,status,return_code,mean_accuracy,mean_f1,mean_precision,mean_recall,std_accuracy,std_f1,std_precision,std_recall,error_message
2026-03-29 01:26:34,configs/exp1_CB_method0.yaml,exp1_CB_method0,exp_001_exp1_CB_method0,catboost,method0,success,0,0.8890196078431373,0.9259017821848587,0.9196745281058162,0.9336309523809524,0.0453990338228257,0.030915790691051496,0.029089958105270812,0.04942069609811124,
2026-03-29 01:26:45,configs/exp1_CB_method1.yaml,exp1_CB_method1,exp_002_exp1_CB_method1,catboost,method1,success,0,0.7564705882352941,0.8418962699678634,0.8189663004097154,0.867361111111111,0.09348654622512585,0.061407223659404896,0.06313628863954474,0.06688862568785275,
2026-03-29 01:26:57,configs/exp1_CB_method2.yaml,exp1_CB_method2,exp_003_exp1_CB_method2,catboost,method2,success,0,0.8559663865546219,0.9043279721214421,0.8959048911287717,0.9145833333333332,0.037736051778657735,0.02649410059033258,0.030891214059908603,0.04438461463305689,
2026-03-29 01:27:08,configs/exp1_CB_method3.yaml,exp1_CB_method3,exp_004_exp1_CB_method3,catboost,method3,success,0,0.7187114845938376,0.8114256410256411,0.8084359309443565,0.8167658730158729,0.06820723114705933,0.04993300863899827,0.03546983811315343,0.07433700618661009,
2026-03-29 01:27:11,configs/exp1_LGBM_method0.yaml,exp1_LGBM_method0,exp_005_exp1_LGBM_method0,lightgbm,method0,success,0,0.8487675070028011,0.8956745719030919,0.9271320003934326,0.8671130952380952,0.030863008988998974,0.019707923597929118,0.03418612999986558,0.021351501986095322,
2026-03-29 01:27:14,configs/exp1_LGBM_method1.yaml,exp1_LGBM_method1,exp_006_exp1_LGBM_method1,lightgbm,method1,success,0,0.6714285714285715,0.763375106272998,0.8253260865466912,0.7124007936507937,0.10706360921955069,0.07916107829969053,0.08138968318986595,0.08476681849201818,
2026-03-29 01:27:17,configs/exp1_LGBM_method2.yaml,exp1_LGBM_method2,exp_007_exp1_LGBM_method2,lightgbm,method2,success,0,0.8110924369747898,0.8690578635642471,0.8996590354685037,0.8416666666666668,0.03999539004734216,0.029389205267294414,0.0328900967211955,0.04047619047619047,
2026-03-29 01:27:20,configs/exp1_LGBM_method3.yaml,exp1_LGBM_method3,exp_008_exp1_LGBM_method3,lightgbm,method3,success,0,0.6573669467787114,0.7598932555038248,0.7923643211778805,0.73125,0.08622691400569919,0.06575535513445778,0.053545888060518,0.07925612561002472,
2026-03-29 01:27:27,configs/exp1_RF_method0.yaml,exp1_RF_method0,exp_009_exp1_RF_method0,random_forest,method0,success,0,0.8510644257703082,0.8981475029036006,0.9217418546365914,0.8765873015873016,0.023041424974743433,0.013716288973608867,0.03168369864289396,0.015491445472970754,
2026-03-29 01:27:33,configs/exp1_RF_method1.yaml,exp1_RF_method1,exp_010_exp1_RF_method1,random_forest,method1,success,0,0.7282913165266106,0.8145174453916401,0.8370882195541904,0.7945436507936507,0.1040706157449755,0.06924086418599923,0.08325257370091235,0.06319405509336587,
2026-03-29 01:27:40,configs/exp1_RF_method2.yaml,exp1_RF_method2,exp_011_exp1_RF_method2,random_forest,method2,success,0,0.8322408963585435,0.8860112531493733,0.899828723368952,0.8734126984126984,0.022214209730165267,0.015435125692551187,0.02154441321370036,0.02657249054410034,
2026-03-29 01:27:48,configs/exp1_RF_method3.yaml,exp1_RF_method3,exp_012_exp1_RF_method3,random_forest,method3,success,0,0.6810084033613446,0.7847093486840169,0.7890710101274295,0.7819444444444444,0.08366368623230275,0.05990928350541012,0.0545110762487078,0.07342985642477357,
2026-03-29 01:28:21,configs/exp1_XGB_method0.yaml,exp1_XGB_method0,exp_013_exp1_XGB_method0,xgboost,method0,success,0,0.8746218487394957,0.9147816158770012,0.9325917174193961,0.8986607142857143,0.02977399984911404,0.019302148642037942,0.032121090605247864,0.02600815114635991,
2026-03-29 01:29:00,configs/exp1_XGB_method1.yaml,exp1_XGB_method1,exp_014_exp1_XGB_method1,xgboost,method1,success,0,0.7234173669467787,0.8085936120416445,0.8345143933279526,0.7851190476190476,0.1079407466883741,0.07627021947665254,0.07196850256188811,0.0831716117843265,
2026-03-29 01:29:26,configs/exp1_XGB_method2.yaml,exp1_XGB_method2,exp_015_exp1_XGB_method2,xgboost,method2,success,0,0.8322689075630253,0.8852440979097234,0.9049371714065122,0.867013888888889,0.02075885399212705,0.015122177596586022,0.020694950324425938,0.024089172869965533,
